OMRÅDE;BEVOKSNING;TID;INDHOLD
Hørning;Andre ædelgranarter;2000;1,4
Hørning;Andre nåletræarter;1990;21,6
Hørning;Andre nåletræarter;2000;11,0
Langå;Skovareal i alt;1990;1417,2
Langå;Skovareal i alt;2000;2065,9
Langå;Hjælpearealer;1990;32,1
Langå;Hjælpearealer;2000;55,7
Langå;Skovbevokset areal i alt;1990;1385,1
Langå;Skovbevokset areal i alt;2000;2010,2
Langå;Midlertidig ubevokset;1990;12,9
Langå;Midlertidig ubevokset;2000;23,0
Langå;Løvtræer, areal i alt;1990;556,0
Langå;Løvtræer, areal i alt;2000;936,6
Langå;Bøg;1990;255,8
Langå;Bøg;2000;436,1
Langå;Eg;1990;90,2
Langå;Eg;2000;196,1
Langå;Ask;1990;50,5
Langå;Ask;2000;77,0
Langå;Ær (Ahorn);1990;29,6
Langå;Ær (Ahorn);2000;50,9
Langå;Andre løvtræarter;1990;129,9
Langå;Andre løvtræarter;2000;176,5
Langå;Nåletræer i alt;1990;816,2
Langå;Nåletræer i alt;2000;1050,6
Langå;Rødgran;1990;427,6
Langå;Rødgran;2000;449,0
Langå;Sitkagran mv.;1990;100,4
Langå;Sitkagran mv.;2000;108,5
Langå;Nobilis;1990;70,6
Langå;Nobilis;2000;146,2
Langå;Nordmannsgran;1990;81,6
Langå;Nordmannsgran;2000;137,8
Langå;Andre ædelgranarter;1990;57,6
Langå;Andre ædelgranarter;2000;76,5
Langå;Andre nåletræarter;1990;78,4
Langå;Andre nåletræarter;2000;132,6
Mariager;Skovareal i alt;1990;3270,4
Mariager;Skovareal i alt;2000;3802,6
Mariager;Hjælpearealer;1990;168,0
Mariager;Hjælpearealer;2000;101,6
Mariager;Skovbevokset areal i alt;1990;3102,4
Mariager;Skovbevokset areal i alt;2000;3701,0
Mariager;Midlertidig ubevokset;1990;77,1
Mariager;Midlertidig ubevokset;2000;50,3
Mariager;Løvtræer, areal i alt;1990;857,9
Mariager;Løvtræer, areal i alt;2000;1095,6
Mariager;Bøg;1990;346,0
Mariager;Bøg;2000;443,3
Mariager;Eg;1990;160,7
Mariager;Eg;2000;197,6
Mariager;Ask;1990;60,4
Mariager;Ask;2000;62,6
Mariager;Ær (Ahorn);1990;127,1
Mariager;Ær (Ahorn);2000;136,5
Mariager;Andre løvtræarter;1990;163,7
Mariager;Andre løvtræarter;2000;255,6
Mariager;Nåletræer i alt;1990;2167,4
Mariager;Nåletræer i alt;2000;2555,1
Mariager;Rødgran;1990;1142,1
Mariager;Rødgran;2000;1196,4
Mariager;Sitkagran mv.;1990;266,1
Mariager;Sitkagran mv.;2000;261,7
Mariager;Nobilis;1990;147,0
Mariager;Nobilis;2000;231,9
Mariager;Nordmannsgran;1990;129,2
Mariager;Nordmannsgran;2000;344,4
Mariager;Andre ædelgranarter;1990;130,1
Mariager;Andre ædelgranarter;2000;126,1
Mariager;Andre nåletræarter;1990;352,9
Mariager;Andre nåletræarter;2000;394,6
Midtdjurs;Skovareal i alt;1990;3354,9
Midtdjurs;Skovareal i alt;2000;3819,3
Midtdjurs;Hjælpearealer;1990;199,7
Midtdjurs;Hjælpearealer;2000;54,1
Midtdjurs;Skovbevokset areal i alt;1990;3155,2
Midtdjurs;Skovbevokset areal i alt;2000;3765,2
Midtdjurs;Midlertidig ubevokset;1990;29,9
Midtdjurs;Midlertidig ubevokset;2000;15,4
Midtdjurs;Løvtræer, areal i alt;1990;753,4
Midtdjurs;Løvtræer, areal i alt;2000;942,9
Midtdjurs;Bøg;1990;265,8
Midtdjurs;Bøg;2000;352,0
Midtdjurs;Eg;1990;158,4
Midtdjurs;Eg;2000;247,6
Midtdjurs;Ask;1990;28,1
Midtdjurs;Ask;2000;19,8
Midtdjurs;Ær (Ahorn);1990;33,0
Midtdjurs;Ær (Ahorn);2000;45,1
Midtdjurs;Andre løvtræarter;1990;268,1
Midtdjurs;Andre løvtræarter;2000;278,4
Midtdjurs;Nåletræer i alt;1990;2371,9
Midtdjurs;Nåletræer i alt;2000;2806,9
Midtdjurs;Rødgran;1990;966,0
Midtdjurs;Rødgran;2000;979,5
Midtdjurs;Sitkagran mv.;1990;251,8
Midtdjurs;Sitkagran mv.;2000;358,0
Midtdjurs;Nobilis;1990;107,5
Midtdjurs;Nobilis;2000;149,5
Midtdjurs;Nordmannsgran;1990;47,3
Midtdjurs;Nordmannsgran;2000;170,9
Midtdjurs;Andre ædelgranarter;1990;114,2
Midtdjurs;Andre ædelgranarter;2000;110,7
Midtdjurs;Andre nåletræarter;1990;885,1
Midtdjurs;Andre nåletræarter;2000;1038,3
Nørhald;Skovareal i alt;1990;971,9
Nørhald;Skovareal i alt;2000;1407,5
Nørhald;Hjælpearealer;1990;27,0
Nørhald;Hjælpearealer;2000;39,3
Nørhald;Skovbevokset areal i alt;1990;944,9
Nørhald;Skovbevokset areal i alt;2000;1368,2
Nørhald;Midlertidig ubevokset;1990;6,0
Nørhald;Midlertidig ubevokset;2000;11,8
Nørhald;Løvtræer, areal i alt;1990;355,9
Nørhald;Løvtræer, areal i alt;2000;547,6
Nørhald;Bøg;1990;133,9
Nørhald;Bøg;2000;212,8
Nørhald;Eg;1990;72,1
Nørhald;Eg;2000;131,0
Nørhald;Ask;1990;36,6
Nørhald;Ask;2000;42,2
Nørhald;Ær (Ahorn);1990;56,5
Nørhald;Ær (Ahorn);2000;74,5
Nørhald;Andre løvtræarter;1990;56,8
Nørhald;Andre løvtræarter;2000;87,1
Nørhald;Nåletræer i alt;1990;583,0
Nørhald;Nåletræer i alt;2000;808,8
Nørhald;Rødgran;1990;157,3
Nørhald;Rødgran;2000;200,9
Nørhald;Sitkagran mv.;1990;193,9
Nørhald;Sitkagran mv.;2000;171,7
Nørhald;Nobilis;1990;21,1
Nørhald;Nobilis;2000;72,4
Nørhald;Nordmannsgran;1990;19,2
Nørhald;Nordmannsgran;2000;125,0
Nørhald;Andre ædelgranarter;1990;17,2
Nørhald;Andre ædelgranarter;2000;40,2
Nørhald;Andre nåletræarter;1990;174,3
Nørhald;Andre nåletræarter;2000;198,6
Nørre Djurs;Skovareal i alt;1990;5302,6
Nørre Djurs;Skovareal i alt;2000;5726,2
Nørre Djurs;Hjælpearealer;1990;363,6
Nørre Djurs;Hjælpearealer;2000;133,7
Nørre Djurs;Skovbevokset areal i alt;1990;4939,0
Nørre Djurs;Skovbevokset areal i alt;2000;5592,5
Nørre Djurs;Midlertidig ubevokset;1990;27,7
Nørre Djurs;Midlertidig ubevokset;2000;55,2
Nørre Djurs;Løvtræer, areal i alt;1990;921,0
Nørre Djurs;Løvtræer, areal i alt;2000;1050,3
Nørre Djurs;Bøg;1990;408,2
Nørre Djurs;Bøg;2000;437,3
Nørre Djurs;Eg;1990;145,1
Nørre Djurs;Eg;2000;237,0
Nørre Djurs;Ask;1990;96,9
Nørre Djurs;Ask;2000;73,4
Nørre Djurs;Ær (Ahorn);1990;21,9
Nørre Djurs;Ær (Ahorn);2000;55,8
Nørre Djurs;Andre løvtræarter;1990;248,9
Nørre Djurs;Andre løvtræarter;2000;246,8
Nørre Djurs;Nåletræer i alt;1990;3990,3
Nørre Djurs;Nåletræer i alt;2000;4487,0
Nørre Djurs;Rødgran;1990;1513,8
Nørre Djurs;Rødgran;2000;1585,3
Nørre Djurs;Sitkagran mv.;1990;741,3
Nørre Djurs;Sitkagran mv.;2000;680,6
Nørre Djurs;Nobilis;1990;143,6
Nørre Djurs;Nobilis;2000;307,1
Nørre Djurs;Nordmannsgran;1990;73,8
Nørre Djurs;Nordmannsgran;2000;189,3
Nørre Djurs;Andre ædelgranarter;1990;83,2
Nørre Djurs;Andre ædelgranarter;2000;107,1
Nørre Djurs;Andre nåletræarter;1990;1434,6
Nørre Djurs;Andre nåletræarter;2000;1617,6
Odder;Skovareal i alt;1990;2219,6
Odder;Skovareal i alt;2000;2320,1
Odder;Hjælpearealer;1990;190,2
Odder;Hjælpearealer;2000;60,3
Odder;Skovbevokset areal i alt;1990;2029,4
Odder;Skovbevokset areal i alt;2000;2259,8
Odder;Midlertidig ubevokset;1990;92,0
Odder;Midlertidig ubevokset;2000;9,4
Odder;Løvtræer, areal i alt;1990;1124,4
Odder;Løvtræer, areal i alt;2000;1388,9
Odder;Bøg;1990;691,5
Odder;Bøg;2000;802,0
Odder;Eg;1990;123,1
Odder;Eg;2000;156,1
Odder;Ask;1990;145,8
Odder;Ask;2000;206,8
Odder;Ær (Ahorn);1990;57,2
Odder;Ær (Ahorn);2000;92,9
Odder;Andre løvtræarter;1990;106,8
Odder;Andre løvtræarter;2000;131,1
Odder;Nåletræer i alt;1990;813,0
Odder;Nåletræer i alt;2000;861,5
Odder;Rødgran;1990;374,8
Odder;Rødgran;2000;364,1
Odder;Sitkagran mv.;1990;219,1
Odder;Sitkagran mv.;2000;146,9
Odder;Nobilis;1990;26,4
Odder;Nobilis;2000;43,0
Odder;Nordmannsgran;1990;69,3
Odder;Nordmannsgran;2000;142,0
Odder;Andre ædelgranarter;1990;16,9
Odder;Andre ædelgranarter;2000;23,9
Odder;Andre nåletræarter;1990;106,5
Odder;Andre nåletræarter;2000;141,6
Purhus;Skovareal i alt;1990;1615,0
Purhus;Skovareal i alt;2000;1678,6
Purhus;Hjælpearealer;1990;74,8
Purhus;Hjælpearealer;2000;33,4
Purhus;Skovbevokset areal i alt;1990;1540,2
Purhus;Skovbevokset areal i alt;2000;1645,2
Purhus;Midlertidig ubevokset;1990;11,8
Purhus;Midlertidig ubevokset;2000;10,9
Purhus;Løvtræer, areal i alt;1990;662,8
Purhus;Løvtræer, areal i alt;2000;704,5
Purhus;Bøg;1990;291,8
Purhus;Bøg;2000;299,8
Purhus;Eg;1990;227,7
Purhus;Eg;2000;227,5
Purhus;Ask;1990;9,3
Purhus;Ask;2000;7,2
Purhus;Ær (Ahorn);1990;17,3
Purhus;Ær (Ahorn);2000;15,0
Purhus;Andre løvtræarter;1990;116,7
Purhus;Andre løvtræarter;2000;155,0
Purhus;Nåletræer i alt;1990;865,6
Purhus;Nåletræer i alt;2000;929,8
Purhus;Rødgran;1990;553,6
Purhus;Rødgran;2000;550,6
Purhus;Sitkagran mv.;1990;54,4
Purhus;Sitkagran mv.;2000;36,6
Purhus;Nobilis;1990;41,4
Purhus;Nobilis;2000;50,9
Purhus;Nordmannsgran;1990;43,0
Purhus;Nordmannsgran;2000;113,2
Purhus;Andre ædelgranarter;1990;84,1
Purhus;Andre ædelgranarter;2000;50,2
Purhus;Andre nåletræarter;1990;89,1
Purhus;Andre nåletræarter;2000;128,3
Randers;Skovareal i alt;1990;212,3
Randers;Skovareal i alt;2000;311,8
Randers;Hjælpearealer;1990;6,3
Randers;Hjælpearealer;2000;8,2
Randers;Skovbevokset areal i alt;1990;206,0
Randers;Skovbevokset areal i alt;2000;303,6
Randers;Midlertidig ubevokset;1990;5,6
Randers;Midlertidig ubevokset;2000;0,6
Randers;Løvtræer, areal i alt;1990;112,7
Randers;Løvtræer, areal i alt;2000;172,8
Randers;Bøg;1990;50,5
Randers;Bøg;2000;73,4
Randers;Eg;1990;19,5
Randers;Eg;2000;35,8
Randers;Ask;1990;9,6
Randers;Ask;2000;11,1
Randers;Ær (Ahorn);1990;7,0
Randers;Ær (Ahorn);2000;6,0
Randers;Andre løvtræarter;1990;26,1
Randers;Andre løvtræarter;2000;46,5
Randers;Nåletræer i alt;1990;87,7
Randers;Nåletræer i alt;2000;130,2
Randers;Rødgran;1990;56,3
Randers;Rødgran;2000;61,8
Randers;Sitkagran mv.;1990;5,0
Randers;Sitkagran mv.;2000;9,6
Randers;Nobilis;1990;3,9
Randers;Nobilis;2000;4,5
Randers;Nordmannsgran;1990;6,4
Randers;Nordmannsgran;2000;34,9
Randers;Andre ædelgranarter;1990;2,1
Randers;Andre ædelgranarter;2000;0,8
Randers;Andre nåletræarter;1990;14,0
Randers;Andre nåletræarter;2000;18,6
Rosenholm;Skovareal i alt;1990;1861,9
Rosenholm;Skovareal i alt;2000;1941,0
Rosenholm;Hjælpearealer;1990;92,8
Rosenholm;Hjælpearealer;2000;38,7
Rosenholm;Skovbevokset areal i alt;1990;1769,1
Rosenholm;Skovbevokset areal i alt;2000;1902,3
Rosenholm;Midlertidig ubevokset;1990;10,5
Rosenholm;Midlertidig ubevokset;2000;9,2
Rosenholm;Løvtræer, areal i alt;1990;739,0
Rosenholm;Løvtræer, areal i alt;2000;703,3
Rosenholm;Bøg;1990;318,1
Rosenholm;Bøg;2000;283,1
Rosenholm;Eg;1990;187,5
Rosenholm;Eg;2000;212,2
Rosenholm;Ask;1990;72,8
Rosenholm;Ask;2000;67,0
Rosenholm;Ær (Ahorn);1990;41,8
Rosenholm;Ær (Ahorn);2000;35,4
Rosenholm;Andre løvtræarter;1990;118,8
Rosenholm;Andre løvtræarter;2000;105,6
Rosenholm;Nåletræer i alt;1990;1019,6
Rosenholm;Nåletræer i alt;2000;1189,8
Rosenholm;Rødgran;1990;473,8
Rosenholm;Rødgran;2000;514,0
Rosenholm;Sitkagran mv.;1990;160,1
Rosenholm;Sitkagran mv.;2000;183,6
Rosenholm;Nobilis;1990;74,3
Rosenholm;Nobilis;2000;80,5
Rosenholm;Nordmannsgran;1990;178,1
Rosenholm;Nordmannsgran;2000;261,4
Rosenholm;Andre ædelgranarter;1990;59,7
Rosenholm;Andre ædelgranarter;2000;30,7
Rosenholm;Andre nåletræarter;1990;73,6
Rosenholm;Andre nåletræarter;2000;119,6
Rougsø;Skovareal i alt;1990;3213,5
Rougsø;Skovareal i alt;2000;3447,6
Rougsø;Hjælpearealer;1990;393,8
Rougsø;Hjælpearealer;2000;101,4
Rougsø;Skovbevokset areal i alt;1990;2819,7
Rougsø;Skovbevokset areal i alt;2000;3346,2
Rougsø;Midlertidig ubevokset;1990;22,2
Rougsø;Midlertidig ubevokset;2000;24,7
Rougsø;Løvtræer, areal i alt;1990;671,7
Rougsø;Løvtræer, areal i alt;2000;892,5
Rougsø;Bøg;1990;269,2
Rougsø;Bøg;2000;370,4
Rougsø;Eg;1990;169,6
Rougsø;Eg;2000;211,4
Rougsø;Ask;1990;20,0
Rougsø;Ask;2000;32,4
Rougsø;Ær (Ahorn);1990;34,9
Rougsø;Ær (Ahorn);2000;31,0
Rougsø;Andre løvtræarter;1990;178,0
Rougsø;Andre løvtræarter;2000;247,3
Rougsø;Nåletræer i alt;1990;2125,8
Rougsø;Nåletræer i alt;2000;2429,0
Rougsø;Rødgran;1990;1094,2
Rougsø;Rødgran;2000;1237,1
Rougsø;Sitkagran mv.;1990;389,8
Rougsø;Sitkagran mv.;2000;412,5
Rougsø;Nobilis;1990;94,3
Rougsø;Nobilis;2000;132,7
Rougsø;Nordmannsgran;1990;65,5
Rougsø;Nordmannsgran;2000;133,1
Rougsø;Andre ædelgranarter;1990;28,7
Rougsø;Andre ædelgranarter;2000;16,5
Rougsø;Andre nåletræarter;1990;453,3
Rougsø;Andre nåletræarter;2000;497,1
Ry;Skovareal i alt;1990;3989,0
Ry;Skovareal i alt;2000;4021,4
Ry;Hjælpearealer;1990;455,3
Ry;Hjælpearealer;2000;111,0
Ry;Skovbevokset areal i alt;1990;3533,7
Ry;Skovbevokset areal i alt;2000;3910,4
Ry;Midlertidig ubevokset;1990;38,1
Ry;Midlertidig ubevokset;2000;34,6
Ry;Løvtræer, areal i alt;1990;927,2
Ry;Løvtræer, areal i alt;2000;1140,9
Ry;Bøg;1990;628,0
Ry;Bøg;2000;706,7
Ry;Eg;1990;106,3
Ry;Eg;2000;208,4
Ry;Ask;1990;19,8
Ry;Ask;2000;31,6
Ry;Ær (Ahorn);1990;62,5
Ry;Ær (Ahorn);2000;59,6
Ry;Andre løvtræarter;1990;110,6
Ry;Andre løvtræarter;2000;134,6
Ry;Nåletræer i alt;1990;2568,4
Ry;Nåletræer i alt;2000;2734,9
Ry;Rødgran;1990;1464,6
Ry;Rødgran;2000;1280,4
Ry;Sitkagran mv.;1990;347,5
Ry;Sitkagran mv.;2000;376,5
Ry;Nobilis;1990;178,5
Ry;Nobilis;2000;229,3
Ry;Nordmannsgran;1990;242,5
Ry;Nordmannsgran;2000;462,8
Ry;Andre ædelgranarter;1990;65,4
Ry;Andre ædelgranarter;2000;50,1
Ry;Andre nåletræarter;1990;269,9
Ry;Andre nåletræarter;2000;335,8
Rønde;Skovareal i alt;1990;2290,1
Rønde;Skovareal i alt;2000;2525,2
Rønde;Hjælpearealer;1990;119,8
Rønde;Hjælpearealer;2000;90,0
Rønde;Skovbevokset areal i alt;1990;2170,3
Rønde;Skovbevokset areal i alt;2000;2435,2
Rønde;Midlertidig ubevokset;1990;19,2
Rønde;Midlertidig ubevokset;2000;22,0
Rønde;Løvtræer, areal i alt;1990;461,7
Rønde;Løvtræer, areal i alt;2000;562,4
Rønde;Bøg;1990;217,8
Rønde;Bøg;2000;243,7
Rønde;Eg;1990;105,4
Rønde;Eg;2000;138,9
Rønde;Ask;1990;29,9
Rønde;Ask;2000;34,2
Rønde;Ær (Ahorn);1990;9,0
Rønde;Ær (Ahorn);2000;12,5
Rønde;Andre løvtræarter;1990;99,6
Rønde;Andre løvtræarter;2000;133,1
Rønde;Nåletræer i alt;1990;1689,4
Rønde;Nåletræer i alt;2000;1850,8
Rønde;Rødgran;1990;391,5
Rønde;Rødgran;2000;403,3
Rønde;Sitkagran mv.;1990;143,2
Rønde;Sitkagran mv.;2000;123,5
Rønde;Nobilis;1990;41,2
Rønde;Nobilis;2000;78,4
Rønde;Nordmannsgran;1990;81,0
Rønde;Nordmannsgran;2000;138,7
Rønde;Andre ædelgranarter;1990;193,3
Rønde;Andre ædelgranarter;2000;286,5
Rønde;Andre nåletræarter;1990;839,2
Rønde;Andre nåletræarter;2000;820,4
Samsø;Skovareal i alt;1990;636,9
Samsø;Skovareal i alt;2000;775,4
Samsø;Hjælpearealer;1990;24,2
Samsø;Hjælpearealer;2000;22,3
Samsø;Skovbevokset areal i alt;1990;612,7
Samsø;Skovbevokset areal i alt;2000;753,1
Samsø;Midlertidig ubevokset;1990;2,8
Samsø;Midlertidig ubevokset;2000;0,7
Samsø;Løvtræer, areal i alt;1990;265,8
Samsø;Løvtræer, areal i alt;2000;284,2
Samsø;Bøg;1990;84,9
Samsø;Bøg;2000;82,8
Samsø;Eg;1990;26,2
Samsø;Eg;2000;44,4
Samsø;Ask;1990;45,3
Samsø;Ask;2000;43,9
Samsø;Ær (Ahorn);1990;21,8
Samsø;Ær (Ahorn);2000;19,7
Samsø;Andre løvtræarter;1990;87,6
Samsø;Andre løvtræarter;2000;93,4
Samsø;Nåletræer i alt;1990;344,1
Samsø;Nåletræer i alt;2000;468,2
Samsø;Rødgran;1990;6,3
Samsø;Rødgran;2000;6,9
Samsø;Sitkagran mv.;1990;69,8
Samsø;Sitkagran mv.;2000;50,0
Samsø;Nobilis;1990;7,7
Samsø;Nobilis;2000;9,8
Samsø;Nordmannsgran;1990;21,3
Samsø;Nordmannsgran;2000;157,6
Samsø;Andre ædelgranarter;1990;12,6
Samsø;Andre ædelgranarter;2000;9,7
Samsø;Andre nåletræarter;1990;226,4
Samsø;Andre nåletræarter;2000;234,2
Silkeborg;Skovareal i alt;1990;5279,9
Silkeborg;Skovareal i alt;2000;5867,5
Silkeborg;Hjælpearealer;1990;316,8
Silkeborg;Hjælpearealer;2000;158,9
Silkeborg;Skovbevokset areal i alt;1990;4963,1
Silkeborg;Skovbevokset areal i alt;2000;5708,6
Silkeborg;Midlertidig ubevokset;1990;66,8
Silkeborg;Midlertidig ubevokset;2000;73,3
Silkeborg;Løvtræer, areal i alt;1990;1081,9
Silkeborg;Løvtræer, areal i alt;2000;1307,9
Silkeborg;Bøg;1990;576,3
Silkeborg;Bøg;2000;668,3
Silkeborg;Eg;1990;287,2
Silkeborg;Eg;2000;365,1
Silkeborg;Ask;1990;2,8
Silkeborg;Ask;2000;14,9
Silkeborg;Ær (Ahorn);1990;9,1
Silkeborg;Ær (Ahorn);2000;20,3
Silkeborg;Andre løvtræarter;1990;206,5
Silkeborg;Andre løvtræarter;2000;239,3
Silkeborg;Nåletræer i alt;1990;3814,4
Silkeborg;Nåletræer i alt;2000;4327,4
Silkeborg;Rødgran;1990;1979,0
Silkeborg;Rødgran;2000;1968,9
Silkeborg;Sitkagran mv.;1990;400,6
Silkeborg;Sitkagran mv.;2000;376,4
Silkeborg;Nobilis;1990;110,9
Silkeborg;Nobilis;2000;208,8
Silkeborg;Nordmannsgran;1990;175,3
Silkeborg;Nordmannsgran;2000;535,3
Silkeborg;Andre ædelgranarter;1990;118,6
Silkeborg;Andre ædelgranarter;2000;110,8
Silkeborg;Andre nåletræarter;1990;1030,0
Silkeborg;Andre nåletræarter;2000;1127,2
Skanderborg;Skovareal i alt;1990;1080,2
Skanderborg;Skovareal i alt;2000;1341,6
Skanderborg;Hjælpearealer;1990;45,6
Skanderborg;Hjælpearealer;2000;33,0
Skanderborg;Skovbevokset areal i alt;1990;1034,6
Skanderborg;Skovbevokset areal i alt;2000;1308,6
Skanderborg;Midlertidig ubevokset;1990;16,6
Skanderborg;Midlertidig ubevokset;2000;6,2
Skanderborg;Løvtræer, areal i alt;1990;559,3
Skanderborg;Løvtræer, areal i alt;2000;698,7
Skanderborg;Bøg;1990;285,5
Skanderborg;Bøg;2000;391,6
Skanderborg;Eg;1990;33,9
Skanderborg;Eg;2000;53,4
Skanderborg;Ask;1990;49,1
Skanderborg;Ask;2000;58,1
Skanderborg;Ær (Ahorn);1990;60,7
Skanderborg;Ær (Ahorn);2000;67,2
Skanderborg;Andre løvtræarter;1990;130,1
Skanderborg;Andre løvtræarter;2000;128,4
Skanderborg;Nåletræer i alt;1990;458,7
Skanderborg;Nåletræer i alt;2000;603,7
Skanderborg;Rødgran;1990;178,6
Skanderborg;Rødgran;2000;201,1
Skanderborg;Sitkagran mv.;1990;86,0
Skanderborg;Sitkagran mv.;2000;53,0
Skanderborg;Nobilis;1990;21,4
Skanderborg;Nobilis;2000;47,2
Skanderborg;Nordmannsgran;1990;52,0
Skanderborg;Nordmannsgran;2000;153,0
Skanderborg;Andre ædelgranarter;1990;22,1
Skanderborg;Andre ædelgranarter;2000;17,9
Skanderborg;Andre nåletræarter;1990;98,6
Skanderborg;Andre nåletræarter;2000;131,5
Sønderhald;Skovareal i alt;1990;1284,0
Sønderhald;Skovareal i alt;2000;1254,3
Sønderhald;Hjælpearealer;1990;134,3
Sønderhald;Hjælpearealer;2000;18,6
Sønderhald;Skovbevokset areal i alt;1990;1149,7
Sønderhald;Skovbevokset areal i alt;2000;1235,7
Sønderhald;Midlertidig ubevokset;1990;10,4
Sønderhald;Midlertidig ubevokset;2000;10,5
Sønderhald;Løvtræer, areal i alt;1990;259,1
Sønderhald;Løvtræer, areal i alt;2000;366,2
Sønderhald;Bøg;1990;132,0
Sønderhald;Bøg;2000;146,2
Sønderhald;Eg;1990;64,8
Sønderhald;Eg;2000;112,3
Sønderhald;Ask;1990;3,9
Sønderhald;Ask;2000;4,0
Sønderhald;Ær (Ahorn);1990;17,0
Sønderhald;Ær (Ahorn);2000;27,6
Sønderhald;Andre løvtræarter;1990;41,4
Sønderhald;Andre løvtræarter;2000;76,1
Sønderhald;Nåletræer i alt;1990;880,2
Sønderhald;Nåletræer i alt;2000;859,0
Sønderhald;Rødgran;1990;449,8
Sønderhald;Rødgran;2000;288,3
Sønderhald;Sitkagran mv.;1990;146,9
Sønderhald;Sitkagran mv.;2000;123,9
Sønderhald;Nobilis;1990;30,2
Sønderhald;Nobilis;2000;67,5
Sønderhald;Nordmannsgran;1990;16,4
Sønderhald;Nordmannsgran;2000;84,3
Sønderhald;Andre ædelgranarter;1990;12,5
Sønderhald;Andre ædelgranarter;2000;28,3
Sønderhald;Andre nåletræarter;1990;224,4
Sønderhald;Andre nåletræarter;2000;266,7
Them;Skovareal i alt;1990;9119,4
Them;Skovareal i alt;2000;9779,9
Them;Hjælpearealer;1990;574,2
Them;Hjælpearealer;2000;354,7
Them;Skovbevokset areal i alt;1990;8545,2
Them;Skovbevokset areal i alt;2000;9425,2
Them;Midlertidig ubevokset;1990;110,7
Them;Midlertidig ubevokset;2000;80,1
Them;Løvtræer, areal i alt;1990;1209,0
Them;Løvtræer, areal i alt;2000;1502,6
Them;Bøg;1990;728,5
Them;Bøg;2000;774,5
Them;Eg;1990;360,9
Them;Eg;2000;513,1
Them;Ask;1990;6,3
Them;Ask;2000;7,4
Them;Ær (Ahorn);1990;3,8
Them;Ær (Ahorn);2000;7,8
Them;Andre løvtræarter;1990;109,5
Them;Andre løvtræarter;2000;199,8
Them;Nåletræer i alt;1990;7225,5
Them;Nåletræer i alt;2000;7842,5
Them;Rødgran;1990;4591,6
Them;Rødgran;2000;4566,7
Them;Sitkagran mv.;1990;733,1
Them;Sitkagran mv.;2000;853,4
Them;Nobilis;1990;214,1
Them;Nobilis;2000;348,3
Them;Nordmannsgran;1990;441,5
Them;Nordmannsgran;2000;747,0
Them;Andre ædelgranarter;1990;399,8
Them;Andre ædelgranarter;2000;389,0
Them;Andre nåletræarter;1990;845,4
Them;Andre nåletræarter;2000;938,1
Århus;Skovareal i alt;1990;2214,1
Århus;Skovareal i alt;2000;3074,0
Århus;Hjælpearealer;1990;65,9
Århus;Hjælpearealer;2000;79,5
Århus;Skovbevokset areal i alt;1990;2148,2
Århus;Skovbevokset areal i alt;2000;2994,5
Århus;Midlertidig ubevokset;1990;5,8
Århus;Midlertidig ubevokset;2000;23,9
Århus;Løvtræer, areal i alt;1990;1685,3
Århus;Løvtræer, areal i alt;2000;2226,8
Århus;Bøg;1990;1051,6
Århus;Bøg;2000;1247,8
Århus;Eg;1990;244,3
Århus;Eg;2000;430,1
Århus;Ask;1990;181,7
Århus;Ask;2000;234,6
Århus;Ær (Ahorn);1990;102,1
Århus;Ær (Ahorn);2000;129,0
Århus;Andre løvtræarter;1990;105,6
Århus;Andre løvtræarter;2000;185,3
Århus;Nåletræer i alt;1990;457,1
Århus;Nåletræer i alt;2000;743,8
Århus;Rødgran;1990;212,0
Århus;Rødgran;2000;234,4
Århus;Sitkagran mv.;1990;65,7
Århus;Sitkagran mv.;2000;64,5
Århus;Nobilis;1990;19,4
Århus;Nobilis;2000;33,7
Århus;Nordmannsgran;1990;87,6
Århus;Nordmannsgran;2000;278,6
Århus;Andre ædelgranarter;1990;22,7
Århus;Andre ædelgranarter;2000;25,4
Århus;Andre nåletræarter;1990;49,7
Århus;Andre nåletræarter;2000;107,2
Viborg Amt;Skovareal i alt;1990;42761,9
Viborg Amt;Skovareal i alt;2000;45850,9
Viborg Amt;Hjælpearealer;1990;2911,1
Viborg Amt;Hjælpearealer;2000;1021,3
Viborg Amt;Skovbevokset areal i alt;1990;39850,8
Viborg Amt;Skovbevokset areal i alt;2000;44829,6
Viborg Amt;Midlertidig ubevokset;1990;548,3
Viborg Amt;Midlertidig ubevokset;2000;429,4
Viborg Amt;Løvtræer, areal i alt;1990;5922,2
Viborg Amt;Løvtræer, areal i alt;2000;8533,2
Viborg Amt;Bøg;1990;1966,5
Viborg Amt;Bøg;2000;2653,4
Viborg Amt;Eg;1990;2421,6
Viborg Amt;Eg;2000;3657,9
Viborg Amt;Ask;1990;117,2
Viborg Amt;Ask;2000;157,3
Viborg Amt;Ær (Ahorn);1990;89,7
Viborg Amt;Ær (Ahorn);2000;141,0
Viborg Amt;Andre løvtræarter;1990;1327,2
Viborg Amt;Andre løvtræarter;2000;1923,6
Viborg Amt;Nåletræer i alt;1990;33380,3
Viborg Amt;Nåletræer i alt;2000;35867,0
Viborg Amt;Rødgran;1990;12331,4
Viborg Amt;Rødgran;2000;13055,8
Viborg Amt;Sitkagran mv.;1990;5504,9
Viborg Amt;Sitkagran mv.;2000;5248,6
Viborg Amt;Nobilis;1990;760,9
